,Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,Loan_Status,Total,Debt/Income,EMI
292,Male,Yes,2,Graduate,No,1.0,Urban,1,4713.0,28.431996605134735,13.145399999999999
293,Female,No,0,Graduate,No,0.0,Urban,0,5417.0,26.398375484585564,14.028300000000002
294,Male,Yes,0,Graduate,No,1.0,Semiurban,1,5717.0,30.085709288088157,16.873199999999997
295,Male,Yes,3,Graduate,No,1.0,Urban,1,5666.0,19.41404871161313,10.791000000000002
296,Male,Yes,1,Graduate,No,1.0,Semiurban,1,6875.0,29.09090909090909,19.62
297,Female,Yes,1,Graduate,No,1.0,Urban,1,4666.0,28.932704672096015,13.243500000000001
298,Female,No,0,Graduate,No,1.0,Rural,0,7541.0,20.023869513327146,14.813100000000002
299,Male,Yes,1,Graduate,No,1.0,Urban,0,4939.0,22.87912532901397,11.0853
300,Male,Yes,0,Not Graduate,No,0.0,Urban,0,4734.0,19.64512040557668,9.1233
301,Male,Yes,0,Not Graduate,No,1.0,Semiurban,1,4625.0,22.7027027027027,10.3005
302,Female,No,0,Graduate,No,1.0,Rural,1,5000.0,26.4,12.9492
303,Male,Yes,1,Graduate,No,1.0,Urban,1,3428.0,28.004667444574096,9.4176
304,Male,No,0,Graduate,No,1.0,Rural,1,6500.0,21.53846153846154,13.734000000000002
305,Male,No,0,Not Graduate,No,1.0,Urban,0,2000.0,64.0,12.5568
306,Female,No,0,Graduate,No,1.0,Rural,1,5428.0,24.871039056742816,13.243500000000001
307,Female,No,0,Graduate,No,0.0,Urban,0,4263.0,24.39596528266479,10.202399999999999
308,Male,No,0,Graduate,No,1.0,Rural,0,20233.0,23.72361982899224,47.088
309,Male,Yes,2,Not Graduate,No,1.0,Rural,1,7667.0,24.129385678883526,18.1485
310,Female,No,0,Graduate,No,1.0,Semiurban,1,2917.0,28.79670894754885,8.2404
311,Male,No,0,Not Graduate,No,1.0,Semiurban,1,5332.0,20.817704426106527,10.889100000000001
312,Female,No,0,Graduate,No,1.0,Rural,1,2507.0,22.337455125648184,5.493600000000001
313,Male,Yes,2,Graduate,Yes,1.0,Rural,1,5746.0,25.06091193873999,14.126400000000002
314,Male,Yes,0,Graduate,No,1.0,Rural,0,4316.0,36.83966635773864,15.597900000000001
315,Male,Yes,1,Not Graduate,No,1.0,Urban,1,5039.0,22.02818019448303,10.889100000000001
316,Male,Yes,2,Graduate,No,1.0,Semiurban,1,3717.0,32.28410008071025,11.772
317,Male,Yes,0,Graduate,No,1.0,Urban,1,4192.0,20.99236641221374,8.6328
318,Female,No,1,Graduate,No,1.0,Semiurban,1,3541.0,31.62948319683705,10.987200000000001
319,Male,Yes,1,Graduate,Yes,1.0,Rural,0,10000.0,15.5,15.205499999999999
320,Male,Yes,0,Graduate,No,1.0,Semiurban,1,4567.0,25.180643748631486,11.2815
321,Male,Yes,3,Graduate,No,1.0,Semiurban,1,4531.0,27.367027146325313,12.164400000000002
322,Male,Yes,2,Not Graduate,No,1.0,Rural,1,5191.0,24.658062030437296,12.5568
323,Female,No,0,Graduate,No,1.0,Rural,1,6151.0,21.459925215412127,12.9492
324,Male,Yes,3,Graduate,No,1.0,Rural,1,15000.0,20.0,29.43
325,Male,Yes,1,Graduate,Yes,0.0,Rural,0,13649.0,27.547805700051285,36.8856
326,Male,No,0,Graduate,No,0.0,Rural,1,4917.0,26.438885499288183,12.753
327,Male,Yes,0,Graduate,Yes,1.0,Semiurban,1,7978.0,23.063424417147154,18.0504
328,Female,Yes,0,Graduate,No,1.0,Urban,0,6784.0,16.214622641509433,10.791000000000002
329,Female,No,0,Graduate,No,1.0,Urban,1,2500.0,26.8,6.572699999999999
330,Male,No,1,Graduate,No,1.0,Urban,1,6177.0,18.94123360854784,11.477699999999999
331,Male,No,0,Graduate,No,1.0,Semiurban,1,2935.0,33.3901192504259,9.6138
332,Male,No,0,Graduate,No,1.0,Urban,1,2833.0,25.061771973173315,6.9651000000000005
333,Male,Yes,0,Graduate,No,1.0,Urban,1,63337.0,7.7363942087563355,48.069
334,Male,Yes,1,Graduate,Yes,1.0,Urban,1,11666.0,15.600891479513114,17.8542
335,Male,Yes,0,Graduate,Yes,1.0,Semiurban,1,9993.0,7.004903432402682,6.867000000000001
336,Male,Yes,1,Graduate,No,1.0,Rural,1,5938.0,26.94509936005389,15.696
337,Male,Yes,2,Graduate,Yes,1.0,Rural,1,7100.0,24.788732394366196,17.2656
338,Female,No,3,Not Graduate,No,0.0,Urban,0,1830.0,69.94535519125684,12.5568
339,Female,No,0,Graduate,No,1.0,Semiurban,1,4160.0,17.067307692307693,6.9651000000000005
340,Male,Yes,3,Not Graduate,No,1.0,Rural,0,4234.0,40.859707132735004,16.9713
341,Female,No,0,Graduate,No,1.0,Rural,0,2378.0,19.343986543313708,4.5126
342,Male,Yes,1,Not Graduate,No,1.0,Urban,1,5783.0,27.3214594501124,15.4998
343,Male,Yes,3,Not Graduate,No,1.0,Semiurban,1,3173.0,23.321777497636305,7.2594
344,Male,Yes,2,Graduate,No,1.0,Rural,1,4913.0,25.4427030327702,12.262500000000001
345,Male,Yes,0,Graduate,No,1.0,Semiurban,1,4957.0,32.27758725035304,15.696
346,Male,Yes,0,Not Graduate,No,0.0,Rural,0,6753.0,22.50851473419221,14.911200000000001
347,Male,Yes,2,Not Graduate,No,1.0,Urban,1,5251.0,23.995429442011044,12.360600000000002
348,Male,Yes,0,Graduate,No,1.0,Semiurban,1,10916.0,23.72663979479663,25.4079
349,Male,Yes,0,Graduate,No,1.0,Rural,1,8875.0,21.070422535211268,18.3447
350,Male,Yes,0,Graduate,No,1.0,Semiurban,1,9083.0,25.101838599581637,22.3668
351,Male,No,0,Graduate,No,1.0,Rural,0,12917.0,23.84454594720136,30.2148
352,Male,Yes,3,Graduate,No,1.0,Rural,1,4749.0,20.00421141292904,9.3195
353,Female,Yes,0,Graduate,Yes,0.0,Rural,0,5500.0,19.09090909090909,10.3005
354,Female,Yes,0,Graduate,No,1.0,Semiurban,1,2928.0,44.39890710382514,12.753
355,Female,No,0,Graduate,No,1.0,Urban,1,3813.0,30.42223970626803,11.3796
356,Male,Yes,2,Graduate,No,1.0,Rural,1,11500.0,14.347826086956522,16.186500000000002
357,Male,Yes,1,Graduate,No,1.0,Urban,0,3875.0,17.29032258064516,6.572699999999999
358,Male,Yes,0,Not Graduate,No,0.0,Urban,0,4666.0,21.43163309044149,9.81
359,Male,Yes,3,Graduate,No,1.0,Semiurban,1,8334.0,23.99808015358771,19.62
360,Female,No,1,Graduate,No,1.0,Semiurban,0,4723.0,17.150116451408003,7.946100000000001
361,Male,Yes,2,Graduate,No,1.0,Semiurban,1,8667.0,27.229721933771778,23.1516
362,Male,Yes,0,Graduate,No,1.0,Urban,1,7083.0,18.353804884935762,12.753
363,Male,Yes,0,Graduate,No,1.0,Urban,1,6046.0,15.7128680119087,9.319500000000001
364,Male,No,0,Graduate,Yes,1.0,Rural,1,6822.0,20.668425681618295,13.8321
365,Male,No,0,Not Graduate,No,1.0,Rural,0,6216.0,21.396396396396398,13.047299999999998
366,Male,No,0,Graduate,No,1.0,Semiurban,0,2500.0,38.4,9.417600000000002
367,Male,No,0,Graduate,No,0.0,Rural,0,5124.0,24.19984387197502,12.164400000000002
368,Male,Yes,1,Graduate,No,1.0,Semiurban,1,6325.0,27.66798418972332,17.1675
369,Male,Yes,0,Graduate,No,1.0,Rural,0,24996.0,22.803648583773402,55.917
370,Female,No,0,Graduate,Yes,1.0,Semiurban,1,15759.0,3.490069166825306,5.395500000000001
371,Male,Yes,2,Graduate,No,1.0,Semiurban,1,5185.0,29.893924783027966,15.205499999999999
372,Male,Yes,2,Graduate,Yes,1.0,Rural,1,17196.0,22.09816236334031,37.278000000000006
373,Male,No,1,Graduate,No,0.0,Urban,0,5049.0,21.984551396316103,10.889100000000001
374,Female,No,0,Graduate,No,1.0,Urban,1,4223.0,26.04783329386692,10.791000000000002
375,Male,Yes,0,Graduate,No,1.0,Urban,1,5740.0,20.905923344947734,11.771999999999998
376,Male,Yes,3,Graduate,No,1.0,Rural,1,13746.0,9.457296668121636,12.753
377,Male,Yes,0,Graduate,No,1.0,Semiurban,1,4310.0,30.162412993039442,12.753
378,Male,No,0,Graduate,No,1.0,Urban,0,3069.0,23.134571521668295,6.9651000000000005
379,Male,Yes,2,Graduate,No,1.0,Urban,1,5391.0,24.114264514932295,12.753
380,Male,Yes,0,Graduate,No,1.0,Semiurban,1,5833.0,21.944111092062403,12.5568
381,Male,No,0,Graduate,No,1.0,Semiurban,1,10173.0,29.096628329892855,29.0376
382,Female,No,0,Graduate,No,1.0,Urban,1,6000.0,26.0,15.3036
383,Male,No,0,Graduate,Yes,1.0,Urban,1,7167.0,17.859634435607646,12.5568
384,Male,Yes,2,Graduate,No,1.0,Urban,0,4566.0,21.901007446342533,9.81
385,Male,No,1,Graduate,No,1.0,Urban,1,3667.0,30.815380419961823,11.0853
386,Male,No,0,Not Graduate,No,1.0,Semiurban,1,3946.0,33.45159655347187,12.9492
387,Male,Yes,0,Not Graduate,No,0.0,Urban,0,6146.0,20.826553856166612,12.5568
388,Male,Yes,0,Graduate,No,1.0,Urban,1,4750.0,28.63157894736842,13.3416
389,Male,Yes,0,Graduate,No,1.0,Rural,1,5488.0,22.776967930029155,12.262500000000001
390,Male,No,3,Graduate,No,1.0,Rural,1,9167.0,20.18108432420639,18.1485
391,Male,Yes,3,Graduate,No,1.0,Rural,1,9504.0,28.935185185185187,26.9775
392,Male,Yes,0,Graduate,No,1.0,Urban,1,4698.0,25.54278416347382,11.772
393,Male,Yes,2,Not Graduate,No,1.0,Semiurban,1,3618.0,31.232725262576007,11.0853
394,Male,Yes,2,Graduate,No,1.0,Urban,1,4500.0,25.11111111111111,11.0853
395,Male,Yes,2,Graduate,No,1.0,Semiurban,1,3760.0,35.90425531914894,13.243500000000001
396,Female,No,0,Graduate,No,0.0,Urban,0,3180.0,22.32704402515723,6.9651000000000005
397,Male,Yes,0,Graduate,No,1.0,Urban,1,4492.0,21.148708815672308,9.3195
398,Male,No,0,Not Graduate,No,1.0,Rural,1,5568.0,19.576149425287355,10.692900000000002
399,Female,No,0,Graduate,No,0.0,Semiurban,0,3300.0,31.21212121212121,10.1043
400,Male,Yes,2,Not Graduate,No,0.0,Urban,0,2889.0,15.576323987538942,4.414499999999999
401,Male,No,0,Not Graduate,No,1.0,Rural,0,2755.0,23.593466424682397,6.376500000000001
402,Male,No,0,Graduate,No,1.0,Semiurban,1,22500.0,4.5777777777777775,10.1043
403,Female,No,0,Not Graduate,No,1.0,Semiurban,1,1963.0,26.999490575649517,5.1993
404,Female,No,0,Graduate,Yes,1.0,Rural,0,7441.0,26.071764547775835,19.0314
405,Female,No,0,Graduate,No,1.0,Semiurban,1,4547.0,25.29140092368595,11.2815
406,Male,Yes,0,Not Graduate,No,1.0,Urban,1,4567.0,25.180643748631486,11.2815
407,Female,No,0,Not Graduate,No,1.0,Rural,1,2213.0,29.8237686398554,6.4746
408,Male,Yes,1,Graduate,No,0.0,Semiurban,0,8300.0,18.313253012048193,14.911200000000001
409,Male,Yes,3,Graduate,No,0.0,Rural,0,81000.0,4.444444444444445,35.316
410,Female,No,1,Not Graduate,Yes,1.0,Semiurban,0,3867.0,16.03310059477631,6.082200000000001
411,Male,Yes,0,Graduate,No,1.0,Urban,1,6256.0,25.575447570332482,15.696
412,Male,Yes,0,Not Graduate,No,0.0,Rural,0,6096.0,35.76115485564304,21.385800000000003
413,Male,Yes,0,Not Graduate,No,1.0,Rural,1,4286.0,25.664955669622024,10.791000000000002
414,Female,Yes,0,Not Graduate,No,0.0,Semiurban,0,5386.0,33.04864463423691,17.4618
415,Female,No,0,Graduate,No,1.0,Urban,1,2995.0,20.03338898163606,5.886
416,Female,No,1,Graduate,No,1.0,Urban,0,2600.0,61.53846153846154,15.696
417,Male,Yes,2,Graduate,Yes,1.0,Urban,0,21600.0,11.064814814814815,23.4459
418,Male,Yes,0,Graduate,No,1.0,Rural,1,3798.0,29.48920484465508,10.987200000000001
419,Male,Yes,0,Graduate,No,1.0,Semiurban,1,4663.0,29.59468153549217,13.537799999999999
420,Male,Yes,0,Graduate,No,1.0,Rural,1,5829.0,23.674729799279465,13.537799999999999
421,Female,No,0,Not Graduate,No,0.0,Urban,0,2720.0,29.41176470588235,7.848
422,Male,Yes,0,Graduate,No,1.0,Urban,1,3539.0,28.256569652444192,9.81
423,Male,Yes,1,Graduate,No,0.0,Urban,0,8917.0,12.33598743972188,10.791000000000002
424,Male,Yes,0,Graduate,No,1.0,Semiurban,1,14880.0,6.451612903225806,9.4176
425,Male,Yes,0,Graduate,No,1.0,Rural,1,6966.0,17.37008326155613,11.8701
426,Female,No,1,Not Graduate,No,1.0,Rural,0,4606.0,17.585757707338253,7.946100000000001
427,Male,Yes,2,Graduate,No,1.0,Semiurban,1,5935.0,22.40943555181129,13.047299999999998
428,Male,Yes,0,Graduate,No,1.0,Rural,1,2936.12000084,29.630941506174818,8.5347
429,Male,No,0,Not Graduate,No,1.0,Urban,1,2717.0,22.08317997791682,5.885999999999999
430,Female,No,1,Graduate,Yes,1.0,Semiurban,1,8624.0,17.393320964749535,14.715
431,Male,No,0,Graduate,No,0.0,Rural,0,6500.0,16.153846153846153,10.3005
432,Male,No,0,Graduate,No,1.0,Semiurban,1,12876.0,31.453867660764214,39.7305
433,Male,Yes,0,Graduate,No,1.0,Semiurban,1,4765.0,30.010493179433368,14.0283
434,Male,No,0,Graduate,No,1.0,Urban,1,3750.0,26.666666666666668,9.81
435,Female,Yes,0,Graduate,No,1.0,Semiurban,1,10047.0,12.740121429282373,12.5568
436,Male,No,0,Graduate,No,1.0,Semiurban,1,3777.0,13.238019592268996,4.905
437,Male,Yes,0,Graduate,No,1.0,Urban,1,3338.0,38.34631515877771,12.5568
438,Male,No,0,Graduate,Yes,0.0,Urban,0,10416.0,17.953149001536097,18.3447
439,Female,Yes,0,Not Graduate,Yes,1.0,Rural,1,7142.0,19.322318678241388,13.537799999999999
440,Male,No,0,Graduate,No,1.0,Semiurban,1,8724.0,21.435121503897296,18.3447
441,Male,Yes,0,Graduate,No,1.0,Rural,1,9734.0,18.491884117526197,17.658
442,Male,No,3,Not Graduate,No,1.0,Semiurban,1,6700.0,22.08955223880597,14.5188
443,Male,No,1,Graduate,No,1.0,Semiurban,1,37719.0,4.029799305389856,14.911200000000001
444,Male,Yes,0,Graduate,No,1.0,Rural,1,15666.0,11.170688114387847,17.1675
445,Male,Yes,1,Graduate,Yes,1.0,Rural,1,4676.0,27.80153977758768,12.753
446,Male,Yes,2,Not Graduate,No,1.0,Rural,1,4652.0,23.6457437661221,10.791000000000002
447,Male,Yes,0,Graduate,No,1.0,Rural,0,4915.0,11.190233977619531,5.395500000000001
448,Male,Yes,2,Graduate,No,0.0,Rural,0,5050.0,29.702970297029704,14.715
449,Male,No,1,Not Graduate,Yes,1.0,Semiurban,0,4311.0,44.07330085826954,18.639
450,Male,Yes,2,Not Graduate,No,0.0,Rural,0,3564.0,35.072951739618404,12.262500000000001
451,Male,Yes,2,Not Graduate,No,1.0,Urban,1,3414.0,17.57469244288225,5.886
452,Male,Yes,0,Graduate,No,0.0,Rural,0,5681.0,26.22777679985918,14.616900000000001
453,Male,Yes,0,Graduate,No,0.0,Rural,1,4949.0,18.185492018589613,8.828999999999999
454,Male,No,0,Graduate,Yes,1.0,Semiurban,1,7085.0,11.856033874382499,8.2404
455,Male,Yes,2,Graduate,No,1.0,Semiurban,1,3859.0,24.876911116869657,9.4176
456,Male,Yes,0,Graduate,No,1.0,Urban,1,4301.0,27.435480120902117,11.5758
457,Male,Yes,0,Graduate,No,1.0,Urban,0,6277.0,27.560936753226063,16.9713
458,Male,No,2,Graduate,No,1.0,Rural,1,4354.0,31.23564538355535,13.3416
459,Male,Yes,0,Graduate,No,1.0,Semiurban,0,8334.0,19.19846412287017,15.696
460,Male,Yes,0,Graduate,Yes,1.0,Semiurban,1,6166.0,25.948751216347713,15.696
461,Male,Yes,3,Graduate,No,1.0,Urban,1,7740.0,16.537467700258397,12.556799999999999
462,Male,Yes,0,Graduate,No,1.0,Rural,1,5203.0,29.40611185854315,15.0093
463,Female,No,1,Not Graduate,No,1.0,Semiurban,1,5191.0,25.42862646888846,12.9492
464,Male,No,0,Graduate,No,0.0,Semiurban,0,4166.0,23.523763802208354,9.6138
465,Male,No,0,Graduate,No,1.0,Rural,1,6000.0,23.333333333333332,13.734000000000002
466,Male,Yes,3,Not Graduate,No,0.0,Urban,0,4611.0,15.181088700932552,6.867000000000001
467,Male,Yes,0,Graduate,No,1.0,Semiurban,1,16692.0,6.589983225497244,10.791000000000002
468,Female,Yes,2,Not Graduate,No,1.0,Semiurban,1,3127.0,31.33994243684042,9.6138
469,Male,Yes,0,Graduate,No,1.0,Urban,0,6784.0,16.214622641509433,10.791000000000002
470,Male,Yes,1,Graduate,Yes,1.0,Semiurban,1,5529.0,29.30005425935974,15.892200000000003
471,Male,Yes,1,Not Graduate,No,0.0,Rural,0,4153.0,27.209246327955693,11.0853
472,Male,Yes,3,Graduate,No,1.0,Semiurban,1,4691.0,21.317416329140908,9.81
473,Female,No,0,Graduate,Yes,1.0,Urban,1,2500.0,37.2,9.1233
474,Male,No,2,Graduate,No,1.0,Rural,1,10180.0,15.913555992141454,15.892200000000003
475,Male,Yes,2,Graduate,Yes,1.0,Rural,1,17539.0,8.552369006214722,14.715
476,Male,Yes,2,Graduate,No,1.0,Semiurban,1,8450.0,27.218934911242602,22.563000000000002
477,Male,Yes,2,Graduate,No,0.0,Semiurban,0,4745.0,27.818756585879875,12.9492
478,Male,Yes,1,Graduate,Yes,1.0,Semiurban,1,18917.0,4.546175397790347,8.436599999999999
479,Male,Yes,2,Graduate,No,1.0,Urban,0,4550.0,28.13186813186813,12.5568
480,Female,No,0,Not Graduate,No,1.0,Rural,1,4350.0,35.40229885057471,15.1074
481,Male,Yes,3,Not Graduate,No,1.0,Rural,1,3095.0,36.51050080775444,11.0853
482,Male,Yes,0,Graduate,No,1.0,Semiurban,1,5233.0,24.460156697878844,12.5568
483,Male,Yes,0,Graduate,No,1.0,Semiurban,1,10833.0,21.60066463583495,22.955399999999997
484,Male,Yes,2,Graduate,No,1.0,Semiurban,1,8333.0,29.52118084723389,24.132600000000004
485,Male,Yes,1,Not Graduate,No,1.0,Rural,1,4394.0,29.813381884387802,12.851099999999999
486,Male,No,2,Graduate,No,0.0,Rural,0,3547.0,22.554271215111363,7.848
487,Male,Yes,1,Graduate,No,1.0,Urban,0,18333.0,27.27322314951181,49.050000000000004
488,Male,Yes,2,Graduate,Yes,1.0,Semiurban,1,6666.0,24.002400240024002,15.696
489,Male,No,0,Graduate,No,1.0,Urban,0,2435.0,30.80082135523614,7.3575
490,Male,No,0,Not Graduate,No,1.0,Semiurban,1,5484.0,17.505470459518598,9.4176
491,Male,Yes,1,Not Graduate,No,1.0,Urban,1,6464.0,28.774752475247524,18.2466
492,Male,No,0,Not Graduate,No,1.0,Rural,1,3691.0,29.802221620157137,10.791000000000002
493,Female,No,0,Not Graduate,Yes,1.0,Semiurban,1,17263.0,13.033655795632278,22.0725
494,Male,Yes,0,Graduate,No,0.0,Rural,0,5754.0,20.68126520681265,11.673899999999998
495,Female,Yes,1,Graduate,No,1.0,Semiurban,1,4239.0,24.769992922859164,10.300500000000001
496,Male,Yes,0,Not Graduate,No,1.0,Rural,1,4300.0,24.88372093023256,10.4967
497,Male,Yes,0,Graduate,No,1.0,Urban,1,7482.0,14.83560545308741,10.889100000000001
498,Male,Yes,1,Graduate,Yes,1.0,Semiurban,1,2895.0,32.81519861830743,9.3195
499,Male,No,0,Graduate,No,0.0,Rural,0,10699.0,19.534535937938124,20.5029
500,Female,No,0,Graduate,No,1.0,Rural,1,4328.0,26.109057301293902,11.085300000000002
501,Female,No,0,Graduate,No,1.0,Semiurban,1,3159.0,31.655587211142766,9.81
502,Male,Yes,2,Graduate,No,1.0,Semiurban,1,10489.0,19.83029840785585,20.404799999999998
503,Male,Yes,1,Not Graduate,No,1.0,Rural,0,9352.0,14.756201881950386,13.537799999999999
504,Male,Yes,0,Not Graduate,No,1.0,Semiurban,1,5297.0,23.4094770624882,12.164400000000002
505,Male,Yes,2,Graduate,No,1.0,Rural,1,7926.0,30.658591975775927,23.8383
506,Male,Yes,0,Graduate,No,1.0,Urban,1,27500.0,17.454545454545453,47.088
507,Male,No,0,Graduate,No,1.0,Urban,0,3583.0,26.793190064192018,9.4176
508,Male,Yes,0,Graduate,Yes,1.0,Urban,1,5492.0,34.23160961398398,18.4428
509,Female,No,1,Graduate,No,1.0,Urban,1,13262.0,3.0161363293620873,3.924
510,Male,No,0,Not Graduate,No,1.0,Rural,0,4885.0,20.470829068577277,9.81
511,Male,Yes,1,Graduate,No,1.0,Semiurban,1,8069.0,30.982773577890693,24.525000000000002
512,Male,Yes,2,Graduate,No,1.0,Urban,1,5318.0,27.830011282437006,14.5188
513,Male,Yes,0,Graduate,No,1.0,Semiurban,0,8796.0,7.958162801273306,6.867000000000001
514,Male,No,0,Graduate,No,1.0,Rural,0,9481.0,32.80244699926168,30.509099999999997
515,Male,Yes,3,Graduate,No,1.0,Rural,1,6894.0,21.75805047867711,14.715
516,Female,Yes,2,Graduate,No,1.0,Semiurban,1,3663.0,30.84903084903085,11.085300000000002
517,Male,Yes,0,Not Graduate,No,0.0,Semiurban,0,4874.0,25.235945835043086,12.066300000000002
518,Male,No,0,Graduate,No,1.0,Semiurban,0,6598.0,28.03879963625341,18.1485
519,Female,No,0,Not Graduate,No,1.0,Rural,0,3400.0,27.941176470588236,9.3195
520,Male,Yes,2,Not Graduate,No,1.0,Semiurban,1,3934.0,11.438739196746313,4.4145
521,Male,No,0,Graduate,No,1.0,Semiurban,1,2500.0,22.0,5.395500000000001
522,Male,Yes,3,Graduate,Yes,1.0,Rural,1,7101.0,14.08252358822701,9.81
523,Male,Yes,2,Graduate,Yes,1.0,Rural,1,15114.0,31.758634378721716,47.088
524,Male,No,0,Graduate,No,1.0,Semiurban,0,6767.0,18.91532436825772,12.5568
525,Male,Yes,2,Graduate,Yes,1.0,Rural,1,17500.0,22.857142857142858,39.24
526,Male,Yes,0,Graduate,No,1.0,Semiurban,1,3775.0,29.13907284768212,10.791000000000002
527,Male,Yes,1,Not Graduate,No,0.0,Semiurban,1,6715.0,23.976172747580044,15.794100000000002
528,Male,No,1,Not Graduate,No,1.0,Semiurban,1,3981.0,23.61215774930922,9.2214
529,Male,No,0,Not Graduate,No,1.0,Semiurban,1,6783.0,19.165560961226596,12.753
530,Male,Yes,0,Graduate,No,1.0,Rural,1,6525.0,33.10344827586207,21.1896
531,Male,Yes,3,Graduate,No,1.0,Urban,1,4281.0,23.3590282644242,9.81
532,Male,No,2,Graduate,No,0.0,Rural,0,3588.0,30.657748049052397,10.791000000000002
533,Male,No,1,Graduate,No,1.0,Semiurban,0,11250.0,17.42222222222222,19.2276
534,Female,No,0,Not Graduate,Yes,1.0,Urban,1,18165.0,6.881365262868153,12.262500000000001
535,Male,No,0,Not Graduate,No,1.0,Rural,1,4592.0,27.4390243902439,12.360600000000002
536,Male,Yes,0,Graduate,No,1.0,Urban,1,10039.0,32.27413088953083,31.784400000000005
537,Male,No,2,Graduate,No,1.0,Semiurban,1,3617.0,29.58252695604092,10.4967
538,Male,Yes,0,Not Graduate,No,1.0,Rural,0,3453.0,19.113814074717638,6.4746
539,Male,Yes,3,Graduate,No,1.0,Rural,1,6417.0,24.46626149290946,15.401699999999998
540,Female,Yes,1,Graduate,No,1.0,Semiurban,1,7453.0,18.784382128002147,13.734000000000002
541,Female,No,0,Graduate,No,0.0,Semiurban,0,2138.0,46.30495790458372,9.711900000000002
542,Female,No,1,Graduate,No,1.0,Semiurban,1,3652.0,26.013143483023,9.3195
543,Male,Yes,1,Not Graduate,No,1.0,Urban,1,4763.0,26.873819021625025,12.5568
544,Female,Yes,0,Not Graduate,No,1.0,Semiurban,1,3680.0,27.717391304347824,10.0062
545,Male,Yes,0,Graduate,No,1.0,Rural,1,4718.0,32.852903772785076,15.205499999999999
546,Male,No,0,Not Graduate,No,1.0,Semiurban,0,3358.0,23.823704586063133,7.847999999999998
547,Male,No,0,Graduate,No,1.0,Rural,1,4309.0,33.65049895567417,14.224499999999999
548,Female,No,0,Graduate,No,0.0,Semiurban,0,5000.0,20.6,10.1043
549,Male,Yes,0,Graduate,No,1.0,Rural,1,4801.0,22.911893355550927,10.791000000000002
550,Male,Yes,2,Graduate,Yes,0.0,Rural,0,6633.0,19.29745213327303,12.5568
551,Male,Yes,1,Not Graduate,No,1.0,Rural,1,4867.0,26.299568522703925,12.5568
552,Male,Yes,1,Graduate,No,1.0,Urban,1,6583.0,24.001215251405135,15.4998
553,Male,Yes,0,Not Graduate,No,0.0,Urban,0,4787.0,37.81073741382912,17.7561
554,Male,Yes,0,Graduate,No,0.0,Rural,0,7859.0,16.79603002926581,12.9492
555,Male,Yes,1,Graduate,No,1.0,Semiurban,1,6500.0,4.0,2.5505999999999998
556,Female,No,0,Graduate,No,1.0,Urban,1,4292.0,19.571295433364398,8.2404
557,Male,Yes,3,Graduate,Yes,1.0,Semiurban,1,10139.0,25.64355459118256,25.506
558,Male,Yes,0,Graduate,No,1.0,Semiurban,1,6556.0,24.71018913971934,15.892200000000003
559,Female,Yes,0,Graduate,No,1.0,Semiurban,1,6486.0,28.060437866173295,17.8542
560,Male,Yes,2,Not Graduate,No,1.0,Semiurban,1,3917.0,27.572121521572633,10.5948
561,Female,Yes,1,Graduate,Yes,1.0,Semiurban,1,19484.0,30.794498049681792,58.86
562,Male,Yes,0,Graduate,No,1.0,Rural,1,7977.0,26.45104675943337,20.6991
563,Male,No,0,Not Graduate,Yes,1.0,Semiurban,1,5800.0,22.75862068965517,12.9492
564,Male,Yes,2,Graduate,No,0.0,Urban,0,8799.0,29.321513808387316,25.3098
565,Male,Yes,0,Not Graduate,No,1.0,Rural,1,4467.0,26.863666890530556,11.772
566,Male,No,0,Graduate,No,1.0,Urban,1,3333.0,21.002100210021002,6.867000000000001
567,Male,Yes,3,Graduate,No,0.0,Rural,0,5900.0,20.847457627118644,12.066300000000002
568,Female,No,0,Graduate,No,1.0,Urban,0,2378.0,3.7846930193439867,0.8829
569,Male,Yes,0,Graduate,No,0.0,Urban,0,5230.0,19.88527724665392,10.202399999999999
570,Male,Yes,1,Graduate,No,1.0,Urban,1,5167.0,35.99767756918909,18.2466
571,Male,Yes,0,Graduate,No,0.0,Urban,0,6567.0,25.12562814070352,16.186500000000002
572,Male,Yes,2,Graduate,No,1.0,Urban,1,16666.0,16.500660026401057,26.9775
573,Male,Yes,2,Not Graduate,No,1.0,Semiurban,0,7750.0,24.129032258064516,18.3447
574,Male,Yes,3,Graduate,No,1.0,Semiurban,0,6406.0,23.415547923821418,14.715
575,Male,Yes,2,Graduate,No,1.0,Urban,1,3620.0,29.834254143646408,10.5948
576,Male,Yes,0,Graduate,No,0.0,Semiurban,0,5297.0,25.674910326599964,13.3416
577,Male,No,0,Graduate,No,1.0,Urban,1,5968.0,18.431635388739945,10.791000000000002
578,Male,Yes,1,Graduate,No,1.0,Rural,1,4014.0,26.656701544593922,10.4967
579,Male,No,0,Graduate,No,1.0,Urban,1,6099.0,26.397770126250204,15.794100000000002
580,Male,Yes,2,Graduate,No,1.0,Semiurban,1,6540.0,31.345565749235472,20.110500000000002
581,Male,No,0,Graduate,No,1.0,Urban,0,35673.0,2.5229164914641324,8.829
582,Female,Yes,0,Graduate,No,1.0,Semiurban,1,3166.0,11.37081490840177,3.5316
583,Male,Yes,1,Graduate,No,1.0,Rural,0,1880.0,32.4468085106383,5.9841000000000015
